date_of_demolition,locality,district,area,housing_units,people_left_homeless,minors_left_homeless,type_of_sturcture,reason_for_demolition
2020-07-13,Shufah,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-08,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-08,Abu al-Hilu,East Jerusalem,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-07-08,Abu a-Nuwar,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-07-02,Wadi al-Ahmar,Jericho,west-bank,5,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-02,Wadi al-Ahmar,Jericho,west-bank,6,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-02,Wadi al-Ahmar,Jericho,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-02,Tarqumya,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-02,Wadi al-Ahmar,Jericho,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-07-02,Wadi al-Ahmar,Jericho,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-25,'Anata,al-Quds,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2020-06-25,'Anata,al-Quds,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2020-06-24,Beit Sira,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-06-24,a-Tirah,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-06-24,Bitunya,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-06-23,Zif,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-18,al-Khader,Bethlehem,west-bank,1,10,6,Residental,Demolition on the pretext of unlawful construction
2020-06-18,a-Tuwani,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-17,Abu Dis,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-17,Abu Dis,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-06-17,Abu Dis,al-Quds,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2020-06-15,Hamam al-Maleh,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-11,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-09,al-Muntar,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-09,al-Ka'abneh,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-09,Abu Ghalyah,East Jerusalem,west-bank,1,11,4,Residental,Demolition on the pretext of unlawful construction
2020-06-09,al-Muntar,al-Quds,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2020-06-09,al-Muntar,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-09,al-Muntar,al-Quds,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2020-06-09,al-Muntar,al-Quds,west-bank,1,4,0,Residental,Demolition on the pretext of unlawful construction
2020-06-09,al-Muntar,al-Quds,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2020-06-09,al-Muntar,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-09,al-Muntar,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-08,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-08,a-Sawahrah a-Sharqiyah,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-08,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-08,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-08,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-08,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-08,Birin,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-08,Birin,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-08,Birin,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-08,Birin,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-08,Birin,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-07,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-07,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-07,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-07,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-04,Bardalah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-03,al-Mufaqarah,Hebron,west-bank,1,3,0,Residental,Demolition on the pretext of unlawful construction
2020-06-03,Kh. al-Markez,Hebron,west-bank,1,12,9,Residental,Demolition on the pretext of unlawful construction
2020-06-03,Kh. al-Markez,Hebron,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2020-06-03,Kh. al-Markez,Hebron,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2020-06-03,Kh. al-Markez,Hebron,west-bank,1,10,8,Residental,Demolition on the pretext of unlawful construction
2020-06-03,Kh. al-Markez,Hebron,west-bank,1,3,0,Residental,Demolition on the pretext of unlawful construction
2020-06-03,Kh. al-Markez,Hebron,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2020-06-03,Deir Hajla,Jericho,west-bank,1,1,0,Residental,Demolition on the pretext of unlawful construction
2020-06-03,Kh. al-Fakhit,Hebron,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2020-06-03,Deir Hajla,Jericho,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2020-06-03,Deir Hajla,Jericho,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2020-06-03,Deir Hajla,Jericho,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2020-06-03,Deir Hajla,Jericho,west-bank,2,9,4,Residental,Demolition on the pretext of unlawful construction
2020-06-02,a-Lubban a-Sharqiyah,Nablus,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2020-06-02,a-Lubban a-Sharqiyah,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-01,Bardalah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-01,Bardalah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-01,'Ein al-Beida,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-01,Bardalah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-06-01,Bardalah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-27,Bardalah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-27,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-27,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-27,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-27,Rantis,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-27,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-27,Zawata,Nablus,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-27,Sabastiya,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-27,Furush Beit Dajan,Nablus,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-05-27,'Ein al-Beida,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-27,'Ein al-Beida,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-27,Bardalah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-26,'Aqraba,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-20,Furush Beit Dajan,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-17,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-14,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-14,a-Taybah,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-13,Fasayil,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-13,Fasayil,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-13,Fasayil,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-05-11,Farsh al-Hawa,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-11,Kobar,Ramallah and al-Bira,west-bank,1,2,0,Residental,Demolition of houses as punishment
2020-05-06,a-Sawahrah a-Sharqiyah,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-04,Kh. 'Allan,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-05-04,Tayasir,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-04-27,Farasin,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-04-26,Deir al-Qilt,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-04-26,Deir al-Qilt,Jericho,west-bank,1,9,7,Residental,Demolition on the pretext of unlawful construction
2020-04-26,Deir al-Qilt,Jericho,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-04-23,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,8,5,Residental,Demolition on the pretext of unlawful construction
2020-04-23,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-04-22,Rantis,Ramallah and al-Bira,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-04-22,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-04-20,al-Mas'udiyah,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-04-20,Sabastiya,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-04-07,Tarqumya,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-04-06,Qalqas,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-04-02,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-04-01,Rummanah,Jenin,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-04-01,Kafr Ni'ma,Ramallah and al-Bira,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-04-01,Rummanah,Jenin,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-04-01,Kh. 'Allan,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-04-01,Rummanah,Jenin,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-03-31,Kh. Jubara,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-03-26,'Ein a-Duyuk a-Tahta,Jericho,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2020-03-26,Kh.Ibziq,Tubas,west-bank,9,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-03-26,Deir Ballut,Salfit,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-03-26,a-Zawiya,Salfit,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-03-19,al-Muntar,al-Quds,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-03-09,Hebron,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-03-09,Kh.Jib'it,Ramallah and al-Bira,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2020-03-09,Kh.Jib'it,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-03-09,Kh.Jib'it,Ramallah and al-Bira,west-bank,1,7,4,Residental,Demolition on the pretext of unlawful construction
2020-03-09,Kh.Jib'it,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-03-05,Ramallah,Ramallah and al-Bira,west-bank,1,3,1,Residental,Demolition of houses as punishment
2020-03-05,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-03-05,Bir Zeit,Ramallah and al-Bira,west-bank,1,3,0,Residental,Demolition of houses as punishment
2020-03-04,Beit Jala,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-03-03,Hizma,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2020-03-03,Yatta,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-02-27,al-Mufaqarah,Hebron,west-bank,1,3,0,Residental,Demolition on the pretext of unlawful construction
2020-02-27,Kh. a-Safai al-Foqa,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-02-27,Kh. a-Safai al-Foqa,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-02-27,a-Rakeez,Hebron,west-bank,1,9,3,Residental,Demolition on the pretext of unlawful construction
2020-02-27,al-Walajah,Bethlehem,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-02-27,al-Walajah,Bethlehem,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2020-02-19,Birin,Hebron,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2020-02-19,Kh. Susiya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-02-19,a-Nabi Musa,Jericho,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-02-19,a-Nabi Musa,Jericho,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-02-19,a-Nabi Musa,Jericho,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-02-17,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-02-13,Hebron,Hebron,west-bank,1,7,2,Residental,Demolition on the pretext of unlawful construction
2020-02-12,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-02-12,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-02-12,al-Jiftlik,Jericho,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2020-02-06,al-Fawar R.C.,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-02-06,Jenin,Jenin,west-bank,1,7,2,Residental,Demolition of houses as punishment
2020-02-05,Deir Qadis,Ramallah and al-Bira,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-01-27,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-01-27,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-01-26,a-Zawiya,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2020-01-16,a-Rifa'iya,Hebron,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
